unique_id,ds,y,AutoARIMA,AutoETS,CES,AutoRegressive,MSTL,HoltWinters,AutoTheta,ADIDA,CrostonClassic,CrostonOptimized,CrostonSBA,IMAPA,SES,SESOpt,NHITS,NBEATS,TFT,TiDE,DeepAR,DeepAR-median,DeepAR-lo-90,DeepAR-lo-80,DeepAR-hi-80,DeepAR-hi-90,AutoNHITS,AutoPatchTST,AutoTimesNet,Chronos_tiny,Chronos_mini,Chronos_small
16_1115_15,2024-01-01,190797.05013825453,17806.40439654858,-261479.03476747533,120473.375,1331164.46668085,257687.84574321867,-333750.0614766381,62029.152115193414,397697.55196191184,1114118.222850479,397697.55196191184,1058412.3117079549,397697.55196191184,152567.32844671296,90501.78073088828,99070.81,93520.14,50409.234,-214585.38,90929.47,68976.67,-418267.28,-272758.7,510855.34,700074.4,87336.375,91880.5,48124.25,87658.8828125,65744.171875,131488.3125
16_1115_2,2023-10-01,330073.40318818367,937811.7311520933,682563.7485521558,624248.25,751647.8374944236,814630.7854556673,1643033.1698616496,693502.1000758641,747935.3792119822,1029905.7146199332,747935.3792119822,978410.4288889364,747935.3792119822,589270.966964182,679486.0035889064,686297.4,684459.8,561021.8,392496.88,641786.75,644262.8,531323.75,557163.8,763775.5,817354.9,684940.06,689780.6,538799.0,629277.8125,416683.9375,348653.90625
16_1115_2,2023-11-01,321262.1429971679,1109957.198219743,682563.7485521558,498785.53125,810711.0069035441,1136831.7828404012,1736890.066354738,707376.9128052358,747935.3792119822,1029905.7146199332,747935.3792119822,978410.4288889364,747935.3792119822,589270.966964182,679486.0035889064,683280.94,666354.75,541047.4,974007.0,690706.06,688325.9,552726.4,609271.25,821425.0,844931.9,683082.56,685710.06,549749.6,697307.8125,416683.9375,348653.90625
16_1115_2,2023-12-01,321262.1429971679,1204094.8644400467,682563.7485521558,521211.0,861229.5669398336,1509687.9126435034,2023018.5995419035,721251.7255346077,747935.3792119822,1029905.7146199332,747935.3792119822,978410.4288889364,747935.3792119822,589270.966964182,679486.0035889064,682854.5,703419.56,548372.7,1033992.94,696648.44,693791.56,590433.7,611443.56,824881.94,887307.1,686135.7,680786.9,543394.25,663292.75,365661.4375,391172.6875
16_1115_2,2024-01-01,321262.1429971679,1239838.2394996514,682563.7485521558,440991.40625,904439.657655793,1360808.5061520678,1515751.281799312,735126.5382639794,747935.3792119822,1029905.7146199332,747935.3792119822,978410.4288889364,747935.3792119822,589270.966964182,679486.0035889064,677385.8,707061.75,550152.56,530850.2,685403.44,661068.1,499628.6,563489.25,761800.94,782926.9,685656.25,683028.8,548020.2,629277.8125,442195.21875,391172.6875
16_1116_1,2023-10-01,1976.2397856992627,24043.892242144142,2858.1274611201243,3137.990234375,24043.892242144142,1631.5274641153155,667.0642469671293,-40.05097853893858,20451.14353649841,43213.57695475587,20451.14353649841,41052.898107018074,20451.14353649841,7520.268202003354,2835.3646776498535,1556.4125,926.4574,4781.9023,-23341.428,-1466.8105,-1578.6453,-25966.264,-19114.21,8214.67,12423.324,1750.2852,2406.2734,156.5,2113.217529296875,2113.217529296875,2113.217529296875
16_1116_1,2023-11-01,71084.39203692875,35342.73007775724,2858.1274611201243,2218.8203125,35342.73007775724,1977.5256990803464,202.35216245392076,-2075.203783840306,20451.14353649841,43213.57695475587,20451.14353649841,41052.898107018074,20451.14353649841,7520.268202003354,2835.3646776498535,2332.8628,2049.0298,4542.0264,28720.39,-2515.3164,-681.90485,-17399.756,-13136.65,8720.341,9793.545,1632.3594,2162.586,-3.46875,2113.217529296875,2113.217529296875,2113.217529296875
16_1116_1,2023-12-01,71084.39203692875,41127.837337691344,2858.1274611201243,3052.518798828125,41127.837337691344,138641.3649776421,139026.36163932458,-4110.356589141674,20451.14353649841,43213.57695475587,20451.14353649841,41052.898107018074,20451.14353649841,7520.268202003354,2835.3646776498535,1642.781,1833.9011,4110.138,43801.926,-3351.3926,-2315.186,-13066.148,-9951.939,4356.1743,7804.068,1826.1914,1867.75,-1020.0781,2113.217529296875,2113.217529296875,2113.217529296875
16_1116_1,2024-01-01,71084.39203692875,44089.864627210925,2858.1274611201243,2455.110595703125,44089.864627210925,70887.6683865221,69103.49795719475,-6145.509394443041,20451.14353649841,43213.57695475587,20451.14353649841,41052.898107018074,20451.14353649841,7520.268202003354,2835.3646776498535,1169.8151,1648.745,3864.7012,-25215.916,-4014.957,-4734.0566,-11030.106,-9928.297,222.77945,1608.0457,1795.7461,2002.0781,-1494.9961,2113.217529296875,2113.217529296875,2113.217529296875
16_1116_2,2023-10-01,694165.4635791505,692735.3447853569,656518.9719323914,674656.9375,692735.3447853569,1253242.8130273544,1806605.4030265827,654656.3432219969,551491.2952683549,665157.6868378575,551491.2952683549,631899.8024959646,551491.2952683549,561081.1068264353,654655.2441384293,659602.0,658224.75,652337.2,670532.6,588261.25,543361.6,-83849.75,60911.02,1067672.5,1268044.1,654497.6,662429.44,676553.6,438722.65625,678025.9375,632444.375
16_1116_2,2023-11-01,506024.3790127593,718070.8907808912,656518.9719323914,553873.3125,718070.8907808912,1135736.2596907485,1781978.5505051087,654656.3432219969,551491.2952683549,665157.6868378575,551491.2952683549,631899.8024959646,551491.2952683549,561081.1068264353,654655.2441384293,660214.9,658541.56,637380.56,337705.88,607682.1,586691.4,-41541.598,82894.8,1082115.6,1210058.6,652860.9,659095.2,678784.1,438722.65625,655235.1875,455815.78125
16_1116_2,2023-12-01,553368.7185921797,735803.8516420708,656518.9719323914,605682.3125,735803.8516420708,-648454.844693916,91008.46130139218,654656.3432219969,551491.2952683549,665157.6868378575,551491.2952683549,631899.8024959646,551491.2952683549,561081.1068264353,654655.2441384293,662641.9,663247.94,631023.0,681928.1,618360.4,609978.9,114248.28,183733.31,1066727.9,1205887.5,655551.25,655051.7,650531.75,438722.65625,660932.875,444420.375
16_1116_2,2024-01-01,553368.7185921797,748215.5794556162,656518.9719323914,527440.9375,748215.5794556162,-737357.2927900928,-93023.06791251787,654656.3432219969,551491.2952683549,665157.6868378575,551491.2952683549,631899.8024959646,551491.2952683549,561081.1068264353,654655.2441384293,668691.2,659824.7,628252.44,610085.3,614300.1,620314.9,165426.61,296091.72,943712.8,978406.94,655128.7,656885.7,616705.06,438722.65625,655235.1875,444420.375
16_1204_15,2023-10-01,86443.85712296175,92256.64097682663,76341.07705922365,83409.3046875,135233.19642710077,114453.58694434458,45937.862185213744,64206.97390928309,92009.59397208081,118580.07491260473,92009.59397208081,112651.07116697449,92009.59397208081,68217.50629778534,92009.96719547009,79624.83,79452.875,73768.125,84256.234,59052.215,57486.906,44786.383,47443.395,67977.47,72182.9,96168.06,71569.0,66884.81,103893.2109375,102843.78125,109140.3359375
16_1204_15,2023-11-01,67920.43034180788,92256.64097682663,75544.02543083024,80852.671875,140940.62737698347,69170.21928406855,3796.528538616316,59038.887112459866,92009.59397208081,118580.07491260473,92009.59397208081,112651.07116697449,92009.59397208081,68217.50629778534,92009.96719547009,79621.69,79171.695,72876.16,90456.99,61229.117,62914.906,51011.207,53026.07,71911.914,73288.2,92769.95,7914.336,67269.07,76608.125,102843.78125,118585.171875
16_1204_15,2023-12-01,81687.57483617871,92256.64097682663,74906.22419104389,79134.375,141525.9735422511,71946.34095624929,2866.195688206193,53870.80031563665,92009.59397208081,118580.07491260473,92009.59397208081,112651.07116697449,92009.59397208081,68217.50629778534,92009.96719547009,79749.14,80366.41,73175.4,66556.11,62565.49,62382.758,56285.027,58101.527,68118.33,70016.23,92473.164,24268.86,67308.1,69262.140625,76608.125,108090.9140625
16_1204_15,2024-01-01,85304.68705540898,92256.64097682663,74395.85521746443,77333.484375,141586.00582931723,68530.58163045961,-15593.899006367203,48702.7135188134,92009.59397208081,118580.07491260473,92009.59397208081,112651.07116697449,92009.59397208081,68217.50629778534,92009.96719547009,79469.25,79755.33,73304.055,68682.33,64061.527,63904.33,57062.004,58968.004,67026.484,67846.46,90841.92,17642.742,66314.62,90250.6640625,95497.796875,98646.0703125
16_1212_15,2023-10-01,515856.126991204,812658.4172085535,813772.0099512362,635348.25,866323.9142003896,2041713.2408063957,2102150.020476015,698943.9335171861,730183.2234749695,730186.0323444417,730183.2234749695,693676.7307272196,730183.2234749695,403016.4248392702,671259.852870341,425668.12,420886.88,372373.75,263324.44,371785.6,341265.56,110023.56,172401.31,512321.34,557884.9,1447441.9,405339.5,410103.94,333642.75,399179.71875,297895.3125
16_1212_15,2023-11-01,293289.0892152409,812658.4172085535,813772.0099512362,633593.375,805740.8430709471,379291.3040435083,486307.18899922684,695892.8124378759,730183.2234749695,730186.0323444417,730183.2234749695,693676.7307272196,730183.2234749695,403016.4248392702,671259.852870341,410583.0,410351.1,370945.75,195333.97,376007.25,386402.56,210338.25,243291.56,481180.88,517271.84,1445139.4,400232.5,427351.1,309811.125,339600.65625,369390.1875
16_1212_15,2023-12-01,401608.24842467357,812658.4172085535,813772.0099512362,629379.9375,813550.104319111,476242.100843083,530530.2027421365,692841.6913585657,730183.2234749695,730186.0323444417,730183.2234749695,693676.7307272196,730183.2234749695,403016.4248392702,671259.852870341,444952.0,451603.88,372299.75,-102838.16,373920.4,369133.56,228572.5,254683.95,506931.4,528373.25,1448924.0,394061.44,399537.2,375348.09375,399179.71875,405137.59375
16_1212_15,2024-01-01,492387.6052048882,812658.4172085535,813772.0099512362,624603.125,812543.4772184186,639825.2097179729,659329.4224726246,689790.5702792555,730183.2234749695,730186.0323444417,730183.2234749695,693676.7307272196,730183.2234749695,403016.4248392702,671259.852870341,395983.7,396846.62,372825.78,539792.0,368464.66,365232.06,251707.2,284364.97,452667.06,477219.2,1448329.5,396877.2,408735.3,423011.34375,387263.90625,434927.15625
16_1215_15,2023-10-01,201379.55344930108,331707.51090300624,177613.33970018616,191261.015625,350271.6085346756,1117706.6650190793,1134914.8456686228,247331.08596623124,264728.5770617479,282431.9832787102,264728.5770617479,268310.3841147747,264728.5770617479,229555.91813507804,264728.5495683802,236986.67,237840.17,233308.58,295936.28,222624.8,224131.44,117563.89,139588.39,296328.62,305499.44,244037.5,238383.98,233262.22,214004.890625,199413.640625,221300.5
16_1215_15,2023-11-01,188135.68991729466,331707.51090300624,161259.510193652,178769.90625,335195.9971867503,2585.5620955724735,122684.55994014314,239753.10332297135,264728.5770617479,282431.9832787102,264728.5770617479,268310.3841147747,264728.5770617479,229555.91813507804,264728.5495683802,237412.17,234836.31,233258.95,209296.17,222527.4,222775.45,165246.06,181500.55,281681.53,304807.47,236856.88,236920.5,233159.22,172663.046875,214004.890625,269937.96875
16_1215_15,2023-12-01,202119.51948370985,331707.51090300624,144905.68068711789,168638.890625,337181.4644852751,65830.7226551476,87708.15894158123,232175.1206797115,264728.5770617479,282431.9832787102,264728.5770617479,268310.3841147747,264728.5770617479,229555.91813507804,264728.5495683802,267331.97,281126.53,233149.7,155271.14,220508.03,216584.12,163506.72,178507.2,259765.31,274627.8,246262.9,235155.4,232799.27,240755.5,204277.390625,272369.84375
16_1215_15,2024-01-01,206462.2120064248,331707.51090300624,128551.85118058375,159450.109375,336919.97721935046,33720.80306553413,59554.20671215176,224597.1380364516,264728.5770617479,282431.9832787102,264728.5770617479,268310.3841147747,264728.5770617479,229555.91813507804,264728.5495683802,238118.06,238412.16,233115.12,225312.11,218091.17,220920.53,165145.81,188198.38,258488.4,276516.0,253803.25,235962.34,232448.06,194549.90625,204277.390625,245619.234375
16_1306_2,2023-10-01,70526.9449636196,74797.38444686873,46587.362227300335,47128.40625,74797.38444686873,-12124.661729585463,75503.57419667815,47272.93182281065,80321.15653022155,103133.3049495643,80321.15653022155,97976.63970208609,80321.15653022155,68159.02728638478,50270.37022327715,47775.28,46516.523,35077.4,109166.445,48923.664,48776.133,11793.872,23080.828,75768.195,86691.1,116299.836,46963.773,68758.445,31560.34375,31560.34375,47340.51171875
16_1306_2,2023-11-01,57789.27933850519,91849.85980581772,46587.362227300335,55746.37109375,91849.85980581772,-32782.617218522486,49696.61254574712,43794.62524023103,80321.15653022155,103133.3049495643,80321.15653022155,97976.63970208609,80321.15653022155,68159.02728638478,50270.37022327715,46462.586,46258.9,31001.39,92417.55,44981.203,47745.51,10918.678,26154.326,70258.74,71931.516,116225.66,46748.53,71208.01,43627.53125,32488.58984375,45484.0234375
16_1306_2,2023-12-01,56814.64606839691,102156.44897750596,46587.362227300335,46760.9453125,102156.44897750596,-82770.63281737182,-58655.0911381263,40316.3186576514,80321.15653022155,103133.3049495643,80321.15653022155,97976.63970208609,80321.15653022155,68159.02728638478,50270.37022327715,46735.47,46402.438,31660.633,35347.21,44530.508,46216.094,27756.752,32519.258,59865.87,68963.46,115452.96,46487.42,71872.21,32488.58984375,38058.05859375,62192.4375
16_1306_2,2024-01-01,56814.64606839691,108385.79563351594,46587.362227300335,48782.09765625,108385.79563351594,-92548.19279441428,-96641.16072605531,36838.01207507177,80321.15653022155,103133.3049495643,80321.15653022155,97976.63970208609,80321.15653022155,68159.02728638478,50270.37022327715,46120.117,45575.03,31819.469,99457.26,44122.453,44952.023,27073.049,31240.055,55612.113,63728.19,115684.48,46605.996,71010.44,31560.34375,53838.23046875,63120.68359375
16_1307_2,2023-10-01,377579.5822405003,495336.7205955115,377579.5822405249,302448.53125,498433.31549144565,471573.99025703676,-136565.35324701332,377039.0284416208,381887.8470297791,634826.0259842566,381887.8470297791,603084.7246850438,381887.8470297791,379233.0433092854,377630.78775583376,377575.38,375599.25,377554.47,387776.62,375747.94,374225.38,343515.56,352662.28,391079.16,396647.78,437959.5,377760.22,383748.12,383936.5,375590.0625,371416.84375
16_1307_2,2023-11-01,377579.5822405003,596542.6379765708,377579.5822405249,259760.375,592993.5091817875,503820.4994751781,-198436.64272803033,376549.66866362846,381887.8470297791,634826.0259842566,381887.8470297791,603084.7246850438,381887.8470297791,379233.0433092854,377630.78775583376,377428.56,374573.94,377535.62,378184.2,375217.22,373812.25,356761.12,358852.38,390707.66,408260.75,437905.94,377657.88,385114.28,338031.0625,354723.9375,367243.625
16_1307_2,2023-12-01,375559.28615384595,596542.6379765708,377579.5822405249,235922.59375,666980.716612014,574990.8112044693,-220248.29125883983,376100.02836902475,381887.8470297791,634826.0259842566,381887.8470297791,603084.7246850438,381887.8470297791,379233.0433092854,377630.78775583376,377953.7,373231.97,377488.94,366568.62,374736.16,371221.62,347350.62,357413.25,391671.6,398153.2,438347.53,377533.94,385648.2,333857.84375,367243.625,367243.625
16_1307_2,2024-01-01,220144.84033161652,596542.6379765708,377579.5822405249,208913.828125,724870.8990417323,1112915.7371032813,603294.7734037254,375685.4202070212,381887.8470297791,634826.0259842566,381887.8470297791,603084.7246850438,381887.8470297791,379233.0433092854,377630.78775583376,377252.4,372900.2,377454.88,381391.03,374333.3,373916.25,355472.56,357520.0,388406.78,395472.5,437922.6,377590.38,385821.72,329684.5625,367243.625,371416.84375
16_1308_1,2023-10-01,23330.05912617128,23330.05912617128,23330.05912644297,59546.7421875,45147.40828178753,59594.324343014945,-57658.087287711365,-30444.134623935104,135884.77091365284,504130.22913716466,135884.77091365284,478923.7176803064,135884.77091365284,59963.90552743667,23330.331183777726,22997.0,24234.562,-57641.438,91990.84,-18479.938,-14434.372,-42821.79,-35683.68,8852.801,14977.774,23837.562,24888.594,13087.844,22199.5859375,22199.5859375,22199.5859375
16_1308_1,2023-11-01,0.0,23330.05912617128,23330.05912644297,65356.4609375,65538.84786687826,132254.07515743258,-64687.27624847771,-74002.72448280825,135884.77091365284,504130.22913716466,135884.77091365284,478923.7176803064,135884.77091365284,59963.90552743667,23330.331183777726,22348.781,21942.969,-61010.094,209530.69,-39220.812,-41430.64,-64584.836,-60930.11,-19990.543,-13596.657,23330.781,24005.375,12403.203,22199.5859375,22199.5859375,22199.5859375
16_1308_1,2023-12-01,0.0,23330.05912617128,23330.05912644297,59921.55859375,84597.5706010912,159655.5184405086,-64758.024432661485,-117561.3143416814,135884.77091365284,504130.22913716466,135884.77091365284,478923.7176803064,135884.77091365284,59963.90552743667,23330.331183777726,22266.906,31068.062,-58325.53,160348.19,-56158.625,-53077.79,-75551.414,-69370.74,-32037.264,-21443.48,24163.719,22937.938,8530.125,22199.5859375,22199.5859375,0.007050164509564638
16_1308_1,2024-01-01,0.0,23330.05912617128,23330.05912644297,59510.4375,102410.67843704732,513395.7445038627,360230.3201504886,-161119.90420055453,135884.77091365284,504130.22913716466,135884.77091365284,478923.7176803064,135884.77091365284,59963.90552743667,23330.331183777726,24664.0,29918.75,-55933.406,209600.86,-67547.81,-67910.875,-95903.74,-87576.234,-46882.52,-42173.156,24032.938,23424.656,8029.672,22199.5859375,22199.5859375,70298.6796875
16_1309_53,2023-10-01,22371.609803352618,21883.368496690317,9014.05791099299,19000.177734375,21883.368496690317,6413.363497211605,7240.884027563614,14064.290212917438,18327.450023681122,24415.426731929856,18327.450023681122,23194.65539533336,18327.450023681122,15868.314049126939,15774.73182882374,16270.986,16485.549,13391.711,14367.589,13979.449,13658.486,6025.059,8397.73,18588.623,19547.943,16466.488,16420.889,13563.666,11645.9052734375,12344.66015625,13742.16796875
16_1309_53,2023-11-01,10492.59249277088,25130.292679271326,6812.8899695774835,13569.0859375,25130.292679271326,11114.97177816198,9919.497561776363,13326.97129311945,18327.450023681122,24415.426731929856,18327.450023681122,23194.65539533336,18327.450023681122,15868.314049126939,15774.73182882374,16235.853,16431.67,13106.616,13614.872,14349.343,13974.112,8764.821,10255.822,17943.586,18397.984,16418.176,16378.899,13598.307,12577.578125,11412.9873046875,14440.9228515625
16_1309_53,2023-12-01,14968.353026533816,27034.41421911549,4611.7220281619775,16270.0439453125,27034.41421911549,14647.991689041175,10017.78634622091,12589.652373321464,18327.450023681122,24415.426731929856,18327.450023681122,23194.65539533336,18327.450023681122,15868.314049126939,15774.73182882374,16178.738,16404.201,13082.731,12468.012,14127.017,14493.555,11733.176,12487.208,18172.297,20461.334,16497.586,16327.958,13549.045,15372.595703125,12344.66015625,13975.0869140625
16_1309_53,2024-01-01,8895.776360194952,28151.064511706063,2410.5540867464715,13434.07421875,28151.064511706063,-9786.391218983554,-22416.345054897658,11852.333453523477,18327.450023681122,24415.426731929856,18327.450023681122,23194.65539533336,18327.450023681122,15868.314049126939,15774.73182882374,16279.354,16312.099,13036.069,21753.441,13630.9,13726.273,9245.0,10676.401,16625.004,17654.988,16485.113,16351.053,13250.766,14208.0048828125,13509.25,9549.642578125
16_1310_15,2023-10-01,822983.3902472536,1025560.3417226095,696692.2302894313,528073.9375,1044908.9519942533,-281667.5609764656,-494746.2168424072,613252.2031467925,813089.2854608948,813091.7167495305,813089.2854608948,772437.130912054,813089.2854608948,676948.4937639824,677459.1847092019,747530.4,748080.94,757257.5,518851.5,651262.0,624848.6,152406.94,262572.47,839591.06,908558.4,744134.5,744008.4,652779.75,571426.625,481201.34375,654133.0625
16_1310_15,2023-11-01,706154.1720880285,1025560.3417226095,705279.0640684702,472626.75,1024214.9599899218,416251.39457555744,-588347.2181280463,572408.3282687713,813089.2854608948,813091.7167495305,813089.2854608948,772437.130912054,813089.2854608948,676948.4937639824,677459.1847092019,748319.75,749983.5,763095.75,61708.97,657425.5,645099.4,222552.78,436433.75,876144.25,964753.25,738618.4,731635.5,655327.44,661651.875,624058.0,593982.875
16_1310_15,2023-12-01,938730.0821544394,1025560.3417226095,713865.8978475089,431132.03125,1025653.8911807482,617542.6644613312,-377398.0561003791,531564.4533907501,813089.2854608948,813091.7167495305,813089.2854608948,772437.130912054,813089.2854608948,676948.4937639824,677459.1847092019,746738.4,748509.94,768323.2,-22757.562,656984.1,636409.75,378175.72,488850.53,898314.2,1025804.2,747685.1,738313.2,652907.8,601501.75,428569.96875,593982.875
16_1310_15,2024-01-01,1098816.294094273,1025560.3417226095,722452.7316265478,395812.90625,1025553.8368765087,-167027.02397774102,-802898.423453632,490720.57851272915,813089.2854608948,813091.7167495305,813089.2854608948,772437.130912054,813089.2854608948,676948.4937639824,677459.1847092019,747349.5,750373.9,770377.7,567380.75,659288.25,644517.6,370370.44,450839.8,804834.94,879356.5,746261.1,737302.75,653338.6,586464.125,503757.65625,631576.75
16_1312_1,2023-10-01,437062.78139531915,1589969.3638775777,1210977.0555515997,1626638.125,767668.095823321,1477387.5609255238,1062695.5624384906,1440608.2550545326,1206816.5024487777,815948.8210821832,1189104.9713593186,775151.3800280739,1206816.5024487777,1225754.2185703046,1207920.4643180405,844274.9,868165.3,847576.4,1273393.2,1113608.0,1110141.6,202121.61,378890.88,2184920.2,2400853.0,1077293.2,851730.0,905333.4,787776.875,632804.375,0.008202719502151012
16_1312_1,2023-11-01,236006.9068918105,1130817.232285419,1210977.0555515997,1409027.125,712780.686828577,1403836.9449938813,1188284.759081042,1515048.7983701837,1206816.5024487777,815948.8210821832,1189104.9713593186,775151.3800280739,1206816.5024487777,1225754.2185703046,1207920.4643180405,804645.1,813564.4,843931.9,922313.5,1164026.4,1159934.0,68076.266,371443.88,1812525.4,2273005.0,1152855.0,848795.75,904192.0,796386.4375,253982.703125,4304.7998046875
16_1312_1,2023-12-01,417514.37128582265,1414395.8709231513,1210977.0555515997,1693001.875,674584.2370710063,1530861.4966393034,1220491.91696046,1589489.3416858346,1206816.5024487777,815948.8210821832,1189104.9713593186,775151.3800280739,1206816.5024487777,1225754.2185703046,1207920.4643180405,640042.25,222761.06,839007.8,1212724.2,1327617.2,1263659.0,66623.484,515269.5,1939883.6,2332829.5,1368891.0,845206.0,901669.0,787776.875,241068.34375,0.008202719502151012
16_1312_1,2024-01-01,398923.511390962,1239253.8237485567,1210977.0555515997,1684497.375,648003.1176338994,2523561.1643775105,2446059.218841536,1663929.8850014852,1206816.5024487777,815948.8210821832,1189104.9713593186,775151.3800280739,1206816.5024487777,1225754.2185703046,1207920.4643180405,685672.5,325974.47,836245.8,1200966.5,1528084.2,1528364.2,796468.8,1035342.1,2065406.4,2250566.8,1354426.6,846819.1,882606.6,0.008202719502151012,228153.953125,0.008202719502151012
16_1312_15,2023-10-01,2479610.896464707,1850729.6780355216,3209724.034136575,1922064.75,1799914.4253569574,4204835.582172963,4590426.12210162,2141364.708285136,2252590.6066143094,1905481.8431065595,2252590.6066143094,1810207.7509512315,2252590.6066143094,2101433.5989824818,1971410.403401162,1888672.0,1851662.8,1850668.2,2616111.0,1913919.5,1904213.9,1388095.2,1507200.0,2372172.5,2486726.2,2223332.2,1857967.4,2009836.4,1663071.625,1968783.375,1394045.375
16_1312_15,2023-11-01,2095925.4705551057,1850729.6780355216,3351285.0094153113,1822603.75,1763227.5160583316,3673340.110202349,4132342.826616397,2239183.5270641465,2252590.6066143094,1905481.8431065595,2252590.6066143094,1810207.7509512315,2252590.6066143094,2101433.5989824818,1971410.403401162,1746875.0,1677461.6,1829165.8,2320883.0,1889466.8,1939755.0,1281724.8,1408920.0,2477850.5,2633077.0,2065459.1,1853865.0,2016718.2,1491873.125,1760899.5,1235075.25
16_1312_15,2023-12-01,662139.2301093562,1850729.6780355216,3492845.984694047,1776378.25,1736740.797151326,3918977.3844862874,4368663.6052775495,2337002.3458431573,2252590.6066143094,1905481.8431065595,2252590.6066143094,1810207.7509512315,2252590.6066143094,2101433.5989824818,1971410.403401162,1357558.2,672177.25,1825257.8,2700325.0,1900325.1,1869275.8,1214529.9,1363263.2,2404300.2,2499049.2,3446310.5,1848909.0,2026925.5,1296217.625,1663071.625,1173932.875
16_1312_15,2024-01-01,511283.2627737033,1850729.6780355216,3634406.959972783,1699403.375,1717618.273835223,5667755.310406712,5690423.1463927,2434821.164622168,2252590.6066143094,1905481.8431065595,2252590.6066143094,1810207.7509512315,2252590.6066143094,2101433.5989824818,1971410.403401162,1393963.0,912563.6,1820990.5,1767893.6,1908226.2,1914782.2,1381930.6,1545055.9,2312858.0,2490203.2,5108400.0,1851170.5,2016121.4,1027191.3125,1406273.875,1014962.875
16_1313_15,2023-10-01,23814.67843667715,44715.68977044272,87037.04321558909,74174.25,-31646.493392889293,36002.64425784242,45617.38782560943,82153.52371292569,54814.9570044251,54813.69823625751,54814.9570044251,52073.013324444626,54814.9570044251,149320.783593494,50249.223204511814,280388.5,280030.16,255175.02,30121.88,49561.5,58136.39,-234884.36,-126818.42,164818.8,238225.53,133894.38,265543.25,189875.11,16391.3828125,17374.865234375,10490.4853515625
16_1313_15,2023-11-01,14238.277182135362,44715.68977044272,90597.70795376405,89000.1328125,65437.2492042847,16678.772613453097,30753.44162476872,85441.77228821635,54814.9570044251,54813.69823625751,54814.9570044251,52073.013324444626,54814.9570044251,149320.783593494,50249.223204511814,282905.25,281055.8,255128.66,111668.66,44466.707,44310.98,-106097.18,-64605.992,161730.17,202657.6,74132.57,141891.42,154844.61,16063.5556640625,24259.24609375,25898.3828125
16_1313_15,2023-12-01,23584.50674189143,44715.68977044272,94158.37269193902,94882.2421875,35365.81609284858,233724.6027160418,242250.17177441373,88730.02086350702,54814.9570044251,54813.69823625751,54814.9570044251,52073.013324444626,54814.9570044251,149320.783593494,50249.223204511814,282811.47,282206.56,255095.42,98827.336,44501.33,22936.66,-100197.68,-59287.08,154472.69,180128.23,-45570.04,174895.4,118938.516,17702.693359375,14424.41796875,15080.072265625
16_1313_15,2024-01-01,21692.783125371298,44715.68977044272,97719.03743011398,99406.140625,44680.36315483937,21664.6132119599,53880.72180713527,92018.26943879768,54814.9570044251,54813.69823625751,54814.9570044251,52073.013324444626,54814.9570044251,149320.783593494,50249.223204511814,280240.4,281487.5,255087.08,-7131.7227,39550.223,37201.96,-42537.3,-19186.57,87727.92,123867.34,84892.11,162109.88,99679.86,18030.521484375,15407.8994140625,17374.865234375
16_1403_1,2023-10-01,883.8233436498523,-69105.25786096446,624.8849784546163,141680.140625,76234.00300587452,115098.38821829716,255953.61497533054,672.8706134226646,270083.6610966108,317459.0298320898,270083.6610966108,301586.0783404853,270083.6610966108,141055.21839384316,672.9267452785213,-626.8906,2621.6328,-16268.5625,355397.12,-43327.906,-35590.31,-267758.97,-171245.2,104589.86,129584.19,173193.47,3458.7188,-16617.25,0.004170877393335104,0.004170877393335104,0.004170877393335104
16_1403_1,2023-11-01,883.8233436498523,-70656.01008398621,624.8849784546163,24416.80078125,132655.45209150473,84075.27660015755,254296.5169244208,672.8706134226646,270083.6610966108,317459.0298320898,270083.6610966108,301586.0783404853,270083.6610966108,141055.21839384316,672.9267452785213,-1631.0156,-901.27344,-20581.438,248770.38,-86731.125,-91322.64,-236009.36,-216668.2,42075.66,135478.44,172389.14,1853.2188,-21176.656,0.004170877393335104,0.004170877393335104,0.004170877393335104
16_1403_1,2023-12-01,109621.96696624714,-14337.499207794317,624.8849784546163,105110.4453125,174758.57137446455,188968.9745036502,378190.079342084,672.8706134226646,270083.6610966108,317459.0298320898,270083.6610966108,301586.0783404853,270083.6610966108,141055.21839384316,672.9267452785213,-912.58594,-1539.2266,-19440.016,185620.25,-112083.08,-96248.83,-255591.73,-221043.61,-20739.4,11396.378,173711.2,-92.0,-25096.969,0.004170877393335104,0.004170877393335104,0.004170877393335104
16_1403_1,2024-01-01,883.8233436498523,81296.05506442697,624.8849784546163,38340.8359375,206176.98905219522,443880.04538802995,666896.7034748532,672.8706134226646,270083.6610966108,317459.0298320898,270083.6610966108,301586.0783404853,270083.6610966108,141055.21839384316,672.9267452785213,187.82031,699.46875,-19286.297,40517.33,-122492.016,-128044.02,-264432.06,-216665.84,-51129.68,-17736.893,173503.56,793.0625,-28328.406,0.004170877393335104,0.004170877393335104,4377.76123046875
