unique_id,metric,AutoARIMA,AutoETS,CES,AutoRegressive,MSTL,HoltWinters,AutoTheta,ADIDA,CrostonClassic,CrostonOptimized,CrostonSBA,IMAPA,SES,SESOpt,NHITS,NBEATS,TFT,TiDE,DeepAR,DeepAR-median,DeepAR-lo-90,DeepAR-lo-80,DeepAR-hi-80,DeepAR-hi-90,AutoNHITS,AutoPatchTST,AutoTimesNet,Chronos_tiny,Chronos_mini,Chronos_small
10_1107_14,smape,0.7246859856852894,0.7246853417107992,0.7200655419232894,0.6611455682004213,0.6638994650929131,0.29679970903713937,0.7439984617547648,0.298015833528134,0.6637164056668609,0.21104392152005774,0.6777958224838231,0.47364256889300477,0.6878048147158521,0.7246207259936502,0.7226025944188259,0.7195960540219751,0.6103471939389843,0.5116162080909396,0.5011214862011988,0.5016041065263175,1.0,0.8621057780364453,0.7415666441541762,0.7899058691057568,0.6469519497185358,0.6441786494037509,0.4633217442834837,0.8593545692632858,0.7226021078061913,0.7200282915562888
10_1107_2,smape,0.4752113723440786,0.34838509250485195,0.36358570101216037,0.4505759497648655,1.0,1.0,0.5743605482489922,0.38987474524447674,0.5184956376796093,0.4213418794441716,0.5016935194750636,0.3271667491540067,0.4613805193192275,0.35202417184591756,0.4382587869275375,0.3680997181458375,0.5329850481538534,0.9814282332393024,0.3976043594774532,0.4036962418573157,0.5306800471968804,0.4801112795851744,0.32571375322998025,0.29722195389166356,0.5294886680919255,0.33286851102157017,0.7976169973752637,0.9999999350679483,0.9999999350679483,0.5938117581018918
10_1111_14,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10_1201_2,smape,0.4797708644466743,0.5678626479567014,0.8701143625108569,0.6343230050470187,0.812034564545727,0.9384564723697055,0.5621929505392502,0.9710337132879265,0.9614690018079298,0.9614686766771838,0.9633453872098674,0.9223075312240051,0.7247955724637685,0.5702641133224482,0.7184336101980063,0.717476631508885,0.7072855990021722,0.8114884066953435,0.7763637437543879,0.7527468755722208,1.0,1.0,0.4754525252909252,0.45270708941095283,0.5231230148190174,0.3117147405233438,0.5810031276274504,0.8903017620448995,0.9999999994553526,0.6940484441330627
10_1307_16,smape,0.763275956940924,0.9999999999996061,0.967853230135124,0.7965374215181885,0.9127887389058943,0.9312786753614569,0.9999996060289702,0.859401654803676,0.7842953574701508,0.7608426891448703,0.7905629348700067,0.859401654803676,0.948972240072147,0.9999996053380986,1.0,0.9999139061511202,0.9814267879023143,1.0,1.0,1.0,1.0,1.0,0.9552474540759376,0.9484469689403682,1.0,0.9983987148781077,1.0,0.7674143518053846,0.9999999917954914,0.9999999917954914
10_1502_16,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10_1505_16,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10_1609_2,smape,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10_1705_16,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11_1108_74,smape,0.26820497259526777,0.0,0.5557655580865196,0.8866770605566763,0.970027751589482,0.9897803053927791,0.06515857884089656,0.9518376159722738,0.8819918820832559,0.899568372561568,0.8761654936934897,0.936716929456445,0.6135783782681186,1.1146903890421971e-10,0.10709697196238074,0.05308031212791363,0.014200600929564329,0.8280385914157435,0.13253791257135084,0.13508374672167744,0.8789337152761189,0.6590331265840859,0.14575454816167516,0.23101233179615233,0.9892715420458538,0.27918865588056363,1.0,0.01874077755530226,0.26405525345513947,0.9999986811546512
11_1201_53,smape,0.5818834160273328,0.44114002884753,0.6389432818124046,0.722560557834089,0.9186497516220107,0.9719087714885744,0.40558847431599865,0.873127471885645,0.7226884214229939,0.8585682077107089,0.710950929238543,0.8370547932366673,0.34215056463507637,0.4422843646537563,0.4284663810647682,0.4434244005317831,0.4323799573541001,0.5899872127812547,0.42966028501631937,0.4255903580102845,0.8402611409460065,0.7037462040221905,0.3260572656537796,0.33237448329904457,0.9705501012427852,0.30138728672509957,1.0,0.9999997295807694,0.5313551959446339,0.7304315701933342
11_1203_53,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11_1211_53,smape,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11_1212_53,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11_1402_53,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11_1403_53,smape,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
